From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)	EMBL
C0XK02	C0XK02	unreviewed	C0XK02_LENH9	"Linear amide C-N hydrolase, choloylglycine hydrolase family protein (EC 3.5.1.-)"	HMPREF0519_1563	Lentilactobacillus hilgardii (strain ATCC 8290 / DSM 20176 / CCUG 30140 / JCM 1155 / KCTC 3500 / NBRC 15886 / NCIMB 8040 / NRRL B-1843 / 9)	327	HMPREF0519_1563	ACGP01000145;
C0XGH8	C0XGH8	unreviewed	C0XGH8_LENH9	"Linear amide C-N hydrolase, choloylglycine hydrolase family protein (EC 3.5.1.-)"	bsh3 HMPREF0519_0339	Lentilactobacillus hilgardii (strain ATCC 8290 / DSM 20176 / CCUG 30140 / JCM 1155 / KCTC 3500 / NBRC 15886 / NCIMB 8040 / NRRL B-1843 / 9)	327	HMPREF0519_0339	ACGP01000085;
X0PK93	X0PK93	unreviewed	X0PK93_9LACO	"Choloylglycine hydrolase (Linear amide C-N hydrolase, choloylglycine hydrolase family protein)"	FD41_GL001195 JCM14108_2774	Lentilactobacillus farraginis DSM 18382 = JCM 14108	353	FD41_GL001195 JCM14108_2774	BAKI01000043;AZFY01000020;
X0PAU0	X0PAU0	unreviewed	X0PAU0_9LACO	Penicillin V acylase related amidase	JCM14108_1629	Lentilactobacillus farraginis DSM 18382 = JCM 14108	300	JCM14108_1629	BAKI01000015;
A0A0R1W160	A0A0R1W160	unreviewed	A0A0R1W160_9LACO	Choloylglycine hydrolase	FD41_GL002687	Lentilactobacillus farraginis DSM 18382 = JCM 14108	314	FD41_GL002687	AZFY01000053;
X0QEK2	X0QEK2	unreviewed	X0QEK2_9LACO	Conjugated bile salt hydrolase related amidase	JCM14108_2040	Lentilactobacillus farraginis DSM 18382 = JCM 14108	156	JCM14108_2040	BAKI01000022;
X0PB25	X0PB25	unreviewed	X0PB25_9LACO	Conjugated bile salt hydrolase related amidase	JCM14108_2039	Lentilactobacillus farraginis DSM 18382 = JCM 14108	172	JCM14108_2039	BAKI01000022;
A0A0R1VBR3	A0A0R1VBR3	unreviewed	A0A0R1VBR3_9LACO	Choloylglycine hydrolase	FD41_GL001760	Lentilactobacillus farraginis DSM 18382 = JCM 14108	309	FD41_GL001760	AZFY01000154;
X0P9D4	X0P9D4	unreviewed	X0P9D4_9LACO	Choloylglycine hydrolase	FD41_GL001666 JCM14108_483	Lentilactobacillus farraginis DSM 18382 = JCM 14108	312	FD41_GL001666 JCM14108_483	BAKI01000003;AZFY01000026;
A0A0R1S6Y7	A0A0R1S6Y7	unreviewed	A0A0R1S6Y7_9LACO	Choloylglycine hydrolase	FC85_GL000574	Lentilactobacillus diolivorans DSM 14421	326	FC85_GL000574	AZEY01000077;
A0A0R1SFS2	A0A0R1SFS2	unreviewed	A0A0R1SFS2_9LACO	Choloylglycine hydrolase	FC85_GL000706	Lentilactobacillus diolivorans DSM 14421	308	FC85_GL000706	AZEY01000079;
A0A0R1S8T2	A0A0R1S8T2	unreviewed	A0A0R1S8T2_9LACO	Choloylglycine hydrolase	FC85_GL001736	Lentilactobacillus diolivorans DSM 14421	312	FC85_GL001736	AZEY01000105;
A0A1S6QIH8	A0A1S6QIH8	unreviewed	A0A1S6QIH8_9LACO	Choloylglycine hydrolase	PL11_005440	Lentilactobacillus curieae	313	PL11_005440	CP018906;
A0A401FM67	A0A401FM67	unreviewed	A0A401FM67_9LACO	Choloylglycine hydrolase	NBRC111893_1620	Lentilactobacillus curieae	313	NBRC111893_1620	BEXA01000003;
A0A401FIN5	A0A401FIN5	unreviewed	A0A401FIN5_9LACO	Penicillin V acylase related amidase	NBRC111893_267	Lentilactobacillus curieae	326	NBRC111893_267	BEXA01000001;
A0A1S6QGU7	A0A1S6QGU7	unreviewed	A0A1S6QGU7_9LACO	Choloylglycine hydrolase	PL11_002350	Lentilactobacillus curieae	326	PL11_002350	CP018906;
J9WAD5	J9WAD5	unreviewed	J9WAD5_LENBU	Putative choloylglycine hydrolase (EC 3.5.1.24)	LBUCD034_2047	Lentilactobacillus buchneri subsp. silagei CD034	311	LBUCD034_2047	CP003043;
J9VZI5	J9VZI5	unreviewed	J9VZI5_LENBU	Choloylglycine hydrolase (EC 3.5.1.24)	LBUCD034_0536	Lentilactobacillus buchneri subsp. silagei CD034	326	LBUCD034_0536	CP003043;
J9VY67	J9VY67	unreviewed	J9VY67_LENBU	Choloylglycine hydrolase (EC 3.5.1.24)	bsh LBUCD034_0261	Lentilactobacillus buchneri subsp. silagei CD034	327	LBUCD034_0261	CP003043;
A0A8E2BNB8	A0A8E2BNB8	unreviewed	A0A8E2BNB8_LENBU	Linear amide C-N hydrolase	FIU77_03450	Lentilactobacillus buchneri (Lactobacillus buchneri)	326	FIU77_03450	VFBT01000015;
A0A8E1X4V1	A0A8E1X4V1	unreviewed	A0A8E1X4V1_LENBU	Linear amide C-N hydrolase	FIU77_10615	Lentilactobacillus buchneri (Lactobacillus buchneri)	311	FIU77_10615	VFBT01000015;
A0A8E1X0S0	A0A8E1X0S0	unreviewed	A0A8E1X0S0_LENBU	Choloylglycine hydrolase family protein	FIU77_02055	Lentilactobacillus buchneri (Lactobacillus buchneri)	327	FIU77_02055	VFBT01000015;
A0A4R5NTH4	A0A4R5NTH4	unreviewed	A0A4R5NTH4_LENBU	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	C5L32_001775	Lentilactobacillus buchneri DSM 20057	326	C5L32_001775	PUFP01000019;
A0A4R5NR96	A0A4R5NR96	unreviewed	A0A4R5NR96_LENBU	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	C5L32_001699	Lentilactobacillus buchneri DSM 20057	311	C5L32_001699	PUFP01000032;
A0A4R5NKX3	A0A4R5NKX3	unreviewed	A0A4R5NKX3_LENBU	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	C5L32_000416	Lentilactobacillus buchneri DSM 20057	327	C5L32_000416	PUFP01000072;
A0A923NAW5	A0A923NAW5	unreviewed	A0A923NAW5_9FIRM	Choloylglycine hydrolase family protein	H8876_05235	Lentihominibacter faecis	330	H8876_05235	JACRWC010000065;
A0A852T2K3	A0A852T2K3	unreviewed	A0A852T2K3_9MICO	Choloylglycine hydrolase (EC 3.5.1.24)	BJ963_002624	Leifsonia soli	325	BJ963_002624	JACCBJ010000001;
A0A853DU43	A0A853DU43	unreviewed	A0A853DU43_9MICO	Choloylglycine hydrolase (EC 3.5.1.24)	HNR14_003638	Leifsonia naganoensis	361	HNR14_003638	JACCHJ010000001;
A0A853DP90	A0A853DP90	unreviewed	A0A853DP90_9MICO	Choloylglycine hydrolase (EC 3.5.1.24)	HNR14_001968	Leifsonia naganoensis	344	HNR14_001968	JACCHJ010000001;
U2SP99	U2SP99	unreviewed	U2SP99_LEIAQ	"Linear amide C-N hydrolase, choloylglycine hydrolase family protein"	N136_04674	Leifsonia aquatica ATCC 14665	342	N136_04674	AWVQ01000863;
A0A0W1A6H7	A0A0W1A6H7	unreviewed	A0A0W1A6H7_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Lwor_2114	Legionella worsleiensis	347	Lwor_2114	LNZC01000027;
A0A0W1AKM8	A0A0W1AKM8	unreviewed	A0A0W1AKM8_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Lwor_0196	Legionella worsleiensis	385	Lwor_0196	LNZC01000002;
A0A0W1AN69	A0A0W1AN69	unreviewed	A0A0W1AN69_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Lwal_0271	Legionella waltersii	332	Lwal_0271	LNZB01000006;
A0A0W0ZUF5	A0A0W0ZUF5	unreviewed	A0A0W0ZUF5_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Ltuc_0646	Legionella tucsonensis	362	Ltuc_0646	LNZA01000001;
A0A0W0Z3B0	A0A0W0Z3B0	unreviewed	A0A0W0Z3B0_LEGSP	Choloylglycine hydrolase (EC 3.5.1.24)	Lspi_1669	Legionella spiritensis	369	Lspi_1669	LNYX01000019;
A0A0W0Z462	A0A0W0Z462	unreviewed	A0A0W0Z462_LEGSP	Choloylglycine hydrolase (EC 3.5.1.24)	Lspi_1428	Legionella spiritensis	364	Lspi_1428	LNYX01000014;
A0A0W0Z5D4	A0A0W0Z5D4	unreviewed	A0A0W0Z5D4_LEGSP	Choloylglycine hydrolase (EC 3.5.1.24)	Lspi_1112	Legionella spiritensis	341	Lspi_1112	LNYX01000013;
A0A0W0YV55	A0A0W0YV55	unreviewed	A0A0W0YV55_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Lsha_1482	Legionella shakespearei DSM 23087	332	Lsha_1482	LNYW01000043;
A0A0W0Z9P1	A0A0W0Z9P1	unreviewed	A0A0W0Z9P1_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Lsha_0201	Legionella shakespearei DSM 23087	365	Lsha_0201	LNYW01000009;
A0A3S0VNE6	A0A3S0VNE6	unreviewed	A0A3S0VNE6_9GAMM	Linear amide C-N hydrolase	EKM59_05065	Legionella septentrionalis	354	EKM59_05065	RZGR01000011;
A0A433JJ08	A0A433JJ08	unreviewed	A0A433JJ08_9GAMM	Choloylglycine hydrolase family protein	EKM59_06485	Legionella septentrionalis	372	EKM59_06485	RZGR01000016;
A0A0W0Z720	A0A0W0Z720	unreviewed	A0A0W0Z720_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Lsan_0901	Legionella santicrucis	339	Lsan_0901	LNYU01000021;
A0A0W0YBM7	A0A0W0YBM7	unreviewed	A0A0W0YBM7_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Lsai_3122	Legionella sainthelensi	339	Lsai_3122	LNYV01000037;
A0A2H5FQ31	A0A2H5FQ31	unreviewed	A0A2H5FQ31_9GAMM	Choloylglycine hydrolase	CAB17_17750	Legionella sainthelensi	339	CAB17_17750	CP025491;
A0A3S4IS17	A0A3S4IS17	unreviewed	A0A3S4IS17_9GAMM	"Choloylglycine hydrolase (EC 3.5.1.11, EC 3.5.1.24)"	NCTC12450_02638	Legionella sainthelensi	356	NCTC12450_02638	LR134178;
A0A378KSV3	A0A378KSV3	unreviewed	A0A378KSV3_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh_1 NCTC12376_01759	Legionella quateirensis	342	NCTC12376_01759	UGOW01000001;
A0A378KRC8	A0A378KRC8	unreviewed	A0A378KRC8_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	yxeI_1 NCTC12376_00659	Legionella quateirensis	370	NCTC12376_00659	UGOW01000001;
A0A378L2D7	A0A378L2D7	unreviewed	A0A378L2D7_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	yxeI_2 NCTC12376_02098	Legionella quateirensis	393	NCTC12376_02098	UGOW01000001;
A0A378KVJ8	A0A378KVJ8	unreviewed	A0A378KVJ8_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh_2 NCTC12376_02412	Legionella quateirensis	332	NCTC12376_02412	UGOW01000001;
A0A378L0E9	A0A378L0E9	unreviewed	A0A378L0E9_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	yxeI_3 NCTC12376_03104	Legionella quateirensis	344	NCTC12376_03104	UGOW01000001;
A0A3A6URZ3	A0A3A6URZ3	unreviewed	A0A3A6URZ3_LEGPN	Linear amide C-N hydrolase	D1H98_00075	Legionella pneumophila subsp. pneumophila	332	D1H98_00075	QWDR01000001;
A0A127V0S4	A0A127V0S4	unreviewed	A0A127V0S4_LEGPN	Choloylglycine hydrolase	AXF37_04065	Legionella pneumophila subsp. pascullei	332	AXF37_04065	CP014257;
Q5ZXC8	Q5ZXC8	unreviewed	Q5ZXC8_LEGPH	Choloylglycine hydrolase	lpg0804	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	332		AE017354;
Q5WYA2	Q5WYA2	unreviewed	Q5WYA2_LEGPL	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	lpl0837	Legionella pneumophila (strain Lens)	332		CR628337;
A0A378K2P2	A0A378K2P2	unreviewed	A0A378K2P2_LEGPN	"Choloylglycine hydrolase (EC 3.5.1.11, EC 3.5.1.24)"	NCTC12000_00954	Legionella pneumophila	332	NCTC12000_00954	UGOL01000001;
A0A2S6F1N0	A0A2S6F1N0	unreviewed	A0A2S6F1N0_LEGPN	Linear amide C-N hydrolase	C3928_04700	Legionella pneumophila	332	C3928_04700	PQWY01000010;
A0A130Q5G0	A0A130Q5G0	unreviewed	A0A130Q5G0_LEGPN	Linear amide C-N hydrolase	C3927_03290	Legionella pneumophila	332	C3927_03290	PQWZ01000007;
A0A2S8CCC7	A0A2S8CCC7	unreviewed	A0A2S8CCC7_LEGPN	Linear amide C-N hydrolase	DIZ50_14305	Legionella pneumophila	332	DIZ50_14305	QFHM01000013;
W0BIG2	W0BIG2	unreviewed	W0BIG2_9GAMM	Penicillin V acylase-related amidase (EC 3.5.1.24)	Loa_02874	Legionella oakridgensis ATCC 33761 = DSM 21215	343	Loa_02874	CP004006;
W0BH55	W0BH55	unreviewed	W0BH55_9GAMM	Penicillin V acylase-related amidase (EC 3.5.1.24)	Loa_02519	Legionella oakridgensis ATCC 33761 = DSM 21215	352	Loa_02519	CP004006;
A0A0W0X1M8	A0A0W0X1M8	unreviewed	A0A0W0X1M8_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Loak_1386	Legionella oakridgensis	343	Loak_1386	LNYP01000028;
A0A0W0XJB1	A0A0W0XJB1	unreviewed	A0A0W0XJB1_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Loak_0058	Legionella oakridgensis	352	Loak_0058	LNYP01000002;
A0A0A2T690	A0A0A2T690	unreviewed	A0A0A2T690_9GAMM	Choloylglycine hydrolase	EP47_13970	Legionella norrlandica	331	EP47_13970	JNCF01000034;
A0A0W0WVF4	A0A0W0WVF4	unreviewed	A0A0W0WVF4_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Lnau_1279	Legionella nautarum	328	Lnau_1279	LNYO01000013;
A0A378K104	A0A378K104	unreviewed	A0A378K104_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	yxeI NCTC12239_02346	Legionella moravica	332	NCTC12239_02346	UGOG01000001;
A0A378JXU6	A0A378JXU6	unreviewed	A0A378JXU6_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh_2 NCTC12239_01796	Legionella moravica	345	NCTC12239_01796	UGOG01000001;
A0A378JVQ9	A0A378JVQ9	unreviewed	A0A378JVQ9_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh_1 NCTC12239_00052	Legionella moravica	362	NCTC12239_00052	UGOG01000001;
A0A078KZX6	A0A078KZX6	unreviewed	A0A078KZX6_9GAMM	Penicillin V acylase	BN59_01647	Legionella massiliensis	356	BN59_01647	CCSB01000002;
A0A0W0VKJ4	A0A0W0VKJ4	unreviewed	A0A0W0VKJ4_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh Llon_1698	Legionella londiniensis	365	Llon_1698	LNYK01000026;
A0A0W0VEE0	A0A0W0VEE0	unreviewed	A0A0W0VEE0_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Llan_2544	Legionella lansingensis	313	Llan_2544	LNYI01000063;
A0A0W0V8C1	A0A0W0V8C1	unreviewed	A0A0W0V8C1_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Ljor_0695	Legionella jordanis	334	Ljor_0695	LNYJ01000011;
A0A0W0UL17	A0A0W0UL17	unreviewed	A0A0W0UL17_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Ljam_2521	Legionella jamestowniensis	361	Ljam_2521	LNYG01000013;
A0A0W0WG64	A0A0W0WG64	unreviewed	A0A0W0WG64_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Lisr_0648	Legionella israelensis	335	Lisr_0648	LNYH01000023;
A0A516N3X7	A0A516N3X7	unreviewed	A0A516N3X7_9GAMM	Choloylglycine hydrolase family protein	FOG18_00885	Legionella israelensis	375	FOG18_00885	CP041668;
A0A0W0VHU4	A0A0W0VHU4	unreviewed	A0A0W0VHU4_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Lisr_1976	Legionella israelensis	380	Lisr_1976	LNYH01000112;
A0A516MXS8	A0A516MXS8	unreviewed	A0A516MXS8_9GAMM	Linear amide C-N hydrolase	FOG18_02175	Legionella israelensis	335	FOG18_02175	CP041668;
A0A917JZM8	A0A917JZM8	unreviewed	A0A917JZM8_9GAMM	Choloylglycine hydrolase	GCM10007966_21090	Legionella impletisoli	391	GCM10007966_21090	BMOB01000012;
A0A378JFF6	A0A378JFF6	unreviewed	A0A378JFF6_9GAMM	"Choloylglycine hydrolase (EC 3.5.1.11, EC 3.5.1.24)"	NCTC12388_02455	Legionella gratiana	338	NCTC12388_02455	UGOB01000001;
A0A0W0U4T3	A0A0W0U4T3	unreviewed	A0A0W0U4T3_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24) (Choloylglycine hydrolase family protein)	E4T54_05845 Lgee_0592	Legionella geestiana	366	E4T54_05845 Lgee_0592	LNYC01000014;CP038271;
A0A0W0TZ93	A0A0W0TZ93	unreviewed	A0A0W0TZ93_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24) (Linear amide C-N hydrolase)	E4T54_01880 Lgee_0991	Legionella geestiana	347	E4T54_01880 Lgee_0991	LNYC01000032;CP038271;
A0A0W0TEQ5	A0A0W0TEQ5	unreviewed	A0A0W0TEQ5_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh Lfee_3269 NCTC12022_02708	Legionella feeleii	367	Lfee_3269 NCTC12022_02708	LNYB01000090;UASS01000032;
A0A098G0W1	A0A098G0W1	unreviewed	A0A098G0W1_9GAMM	Choloylglycine hydrolase protein (EC 3.5.1.24)	LFA_0122	Legionella fallonii LLAP-10	355	LFA_0122	LN614827;
A0A098G7Z1	A0A098G7Z1	unreviewed	A0A098G7Z1_9GAMM	Putative penicillin amidase	LFA_2713	Legionella fallonii LLAP-10	367	LFA_2713	LN614827;
A0A0W0TXE7	A0A0W0TXE7	unreviewed	A0A0W0TXE7_LEGER	Choloylglycine hydrolase (EC 3.5.1.24)	Lery_0119	Legionella erythra	357	Lery_0119	LNYA01000001;
G9ENK1	G9ENK1	unreviewed	G9ENK1_9GAMM	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	LDG_6825	Legionella drancourtii LLAP12	362	LDG_6825	JH413818;
G9ETT6	G9ETT6	unreviewed	G9ETT6_9GAMM	Putative penicillin amidase	LDG_8722	Legionella drancourtii LLAP12	367	LDG_8722	JH413848;
A0A378ILB9	A0A378ILB9	unreviewed	A0A378ILB9_9GAMM	"Choloylglycine hydrolase (EC 3.5.1.11, EC 3.5.1.24)"	NCTC12438_02348	Legionella cincinnatiensis	334	NCTC12438_02348	UGNX01000001;
A0A378JH87	A0A378JH87	unreviewed	A0A378JH87_9GAMM	Penicillin V acylase and related amidases	yxeI_1 NCTC13316_00448	Legionella busanensis	220	NCTC13316_00448	UGOD01000001;
A0A378JPT9	A0A378JPT9	unreviewed	A0A378JPT9_9GAMM	"Choloylglycine hydrolase (EC 3.5.1.11, EC 3.5.1.24)"	NCTC13316_02073	Legionella busanensis	341	NCTC13316_02073	UGOD01000001;
A0A378JI70	A0A378JI70	unreviewed	A0A378JI70_9GAMM	Penicillin V acylase and related amidases	yxeI_2 NCTC13316_00449	Legionella busanensis	158	NCTC13316_00449	UGOD01000001;
A0A378JP23	A0A378JP23	unreviewed	A0A378JP23_9GAMM	"Choloylglycine hydrolase (EC 3.5.1.11, EC 3.5.1.24)"	NCTC13316_02574	Legionella busanensis	334	NCTC13316_02574	UGOD01000001;
A0A0W0SE05	A0A0W0SE05	unreviewed	A0A0W0SE05_9GAMM	Penicillin amidase (EC 3.5.1.11)	Lbru_2122	Legionella brunensis	133	Lbru_2122	LNXV01000029;
A0A0W0SDX2	A0A0W0SDX2	unreviewed	A0A0W0SDX2_9GAMM	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	Lbru_2120	Legionella brunensis	95	Lbru_2120	LNXV01000029;
A0A0W0SEM3	A0A0W0SEM3	unreviewed	A0A0W0SEM3_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	Lbru_2121	Legionella brunensis	95	Lbru_2121	LNXV01000029;
A0A378I2N7	A0A378I2N7	unreviewed	A0A378I2N7_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh_2 NCTC13315_01982	Legionella beliardensis	342	NCTC13315_01982	UGNV01000001;
A0A378HYK5	A0A378HYK5	unreviewed	A0A378HYK5_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh_1 NCTC13315_00373	Legionella beliardensis	366	NCTC13315_00373	UGNV01000001;
A0A378JY28	A0A378JY28	unreviewed	A0A378JY28_9GAMM	"Choloylglycine hydrolase (EC 3.5.1.11, EC 3.5.1.24)"	NCTC13315_03032	Legionella beliardensis	332	NCTC13315_03032	UGNV01000004;
A0A6F8T9H4	A0A6F8T9H4	unreviewed	A0A6F8T9H4_9GAMM	Choloylglycine hydrolase	TUM19329_34620	Legionella antarctica	362	TUM19329_34620	AP022839;
A0A0W0R5D0	A0A0W0R5D0	unreviewed	A0A0W0R5D0_9GAMM	Choloylglycine hydrolase (EC 3.5.1.24)	yxeI Lade_0963 NCTC12735_00521	Legionella adelaidensis	354	Lade_0963 NCTC12735_00521	LNKA01000001;LR134418;
A0A2X4YPI1	A0A2X4YPI1	unreviewed	A0A2X4YPI1_LEDLE	Choloylglycine hydrolase	yxeI NCTC4824_00975	Lederbergia lenta (Bacillus lentus)	325	NCTC4824_00975	LS483476;
A0A177ZYT5	A0A177ZYT5	unreviewed	A0A177ZYT5_9BACI	Penicillin amidase	ABB05_10155	Lederbergia galactosidilytica	326	ABB05_10155	LDJR01000044;
Q38Z70	Q38Z70	unreviewed	Q38Z70_LATSS	Choloylglycine hydrolase (Bile salt hydrolase) (EC 3.5.1.24)	LCA_0210	Latilactobacillus sakei subsp. sakei (strain 23K) (Lactobacillus sakei subsp. sakei)	330		CR936503;
A0A2L0E0T8	A0A2L0E0T8	unreviewed	A0A2L0E0T8_LATSK	Choloylglycine hydrolase	C0213_01015	Latilactobacillus sakei (Lactobacillus sakei)	330	C0213_01015	CP025839;
A0A223K598	A0A223K598	unreviewed	A0A223K598_LATSK	Uncharacterized protein	LSAJ64_0211	Latilactobacillus sakei (Lactobacillus sakei)	330	LSAJ64_0211	LT960781;
A0A5J6Z6M9	A0A5J6Z6M9	unreviewed	A0A5J6Z6M9_9LACO	Linear amide C-N hydrolase	LG542_08400	Latilactobacillus graminis	346	LG542_08400	CP045007;
A0A0R1RYB1	A0A0R1RYB1	unreviewed	A0A0R1RYB1_9LACO	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	FC69_GL001175	Latilactobacillus fuchuensis DSM 14340 = JCM 11249	312	FC69_GL001175	AZEX01000002;
A0A2N9DSW2	A0A2N9DSW2	unreviewed	A0A2N9DSW2_9LACO	Choloylglycine hydrolase (Bile salt hydrolase) (EC 3.5.1.24)	LFUMFP_10031	Latilactobacillus fuchuensis	331	LFUMFP_10031	OGVC01000001;
A0A3R5YBK7	A0A3R5YBK7	unreviewed	A0A3R5YBK7_LATCU	Choloylglycine hydrolase family protein	EQK21_09325	Latilactobacillus curvatus (Lactobacillus curvatus)	330	EQK21_09325	CP035110;
A0A0R2BKQ8	A0A0R2BKQ8	unreviewed	A0A0R2BKQ8_9LACO	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	FC84_GL000626	Lapidilactobacillus dextrinicus DSM 20335	100	FC84_GL000626	AYYK01000001;
A0A0R2BV94	A0A0R2BV94	unreviewed	A0A0R2BV94_9LACO	Choloylglycine hydrolase	FC84_GL000625	Lapidilactobacillus dextrinicus DSM 20335	180	FC84_GL000625	AYYK01000001;
A0A921B1Q1	A0A921B1Q1	unreviewed	A0A921B1Q1_9LACO	Choloylglycine hydrolase family protein	K8W17_00480	Lapidilactobacillus dextrinicus	328	K8W17_00480	DYXY01000012;
A0A4S5BZY3	A0A4S5BZY3	unreviewed	A0A4S5BZY3_9BURK	Linear amide C-N hydrolase	E8K88_03300	Lampropedia aestuarii	364	E8K88_03300	SSWX01000003;
A0A4S5BYG7	A0A4S5BYG7	unreviewed	A0A4S5BYG7_9BURK	Linear amide C-N hydrolase	E8K88_00110	Lampropedia aestuarii	389	E8K88_00110	SSWX01000001;
A0A4S5BNN1	A0A4S5BNN1	unreviewed	A0A4S5BNN1_9BURK	Linear amide C-N hydrolase	E8K88_07120	Lampropedia aestuarii	356	E8K88_07120	SSWX01000007;
A0A841C6H9	A0A841C6H9	unreviewed	A0A841C6H9_9LACT	Choloylglycine hydrolase (EC 3.5.1.24)	HNQ37_000080	Lactovum miscens	298	HNQ37_000080	JACHHV010000001;
A0A514Z9P3	A0A514Z9P3	unreviewed	A0A514Z9P3_9LACT	Choloylglycine hydrolase family protein	FLP15_09210	Lactococcus protaetiae	297	FLP15_09210	CP041356;
A0A0D6DX07	A0A0D6DX07	unreviewed	A0A0D6DX07_9LACT	Choloylglycine hydrolase (Bile salt hydrolase)	cbh LACPI_0841	Lactococcus piscium MKFS47	327	LACPI_0841	LN774769;
A0A1C3SVS5	A0A1C3SVS5	unreviewed	A0A1C3SVS5_9LACT	Putative Penicillin V acylase (Yxel) (EC 3.5.1.11)	LP2241_20410	Lactococcus piscium	327	LP2241_20410	FLZT01000002;
A0A976BLA3	A0A976BLA3	unreviewed	A0A976BLA3_9LACT	Choloylglycine hydrolase (Bile salt hydrolase) (EC 3.5.1.24)	LPICM02_130022	Lactococcus piscium	327	LPICM02_130022	OGVB01000005;
A0A2A5RVR3	A0A2A5RVR3	unreviewed	A0A2A5RVR3_9LACT	Choloylglycine hydrolase	RU86_GL000865	Lactococcus piscium	333	RU86_GL000865	JXJW01000018;
A0A252CDN9	A0A252CDN9	unreviewed	A0A252CDN9_9LACT	Penicillin acylase	BZZ03_06505	Lactococcus petauri	297	BZZ03_06505	MUIZ01000003;
A0A7L4WFY9	A0A7L4WFY9	unreviewed	A0A7L4WFY9_9LACT	Choloylglycine hydrolase	BHS01_07355	Lactococcus paracarnosus	327	BHS01_07355	CP017195;
A0A0H1RKD7	A0A0H1RKD7	unreviewed	A0A0H1RKD7_LACLL	Penicillin acylase	VN91_2068	Lactococcus lactis subsp. lactis (Streptococcus lactis)	333	VN91_2068	LAVD01000089;
S6FT47	S6FT47	unreviewed	S6FT47_LACLL	Penicillin acylase (EC 3.5.1.11)	pacA O9U_12730	Lactococcus lactis subsp. lactis A12	323	O9U_12730	CBLU010000011;
A0A2N5WBJ7	A0A2N5WBJ7	unreviewed	A0A2N5WBJ7_LACLL	Penicillin acylase (EC 3.5.1.11)	CYU10_000479	Lactococcus lactis subsp. lactis (Streptococcus lactis)	333	CYU10_000479	PKRZ01000001;
G6FER9	G6FER9	unreviewed	G6FER9_LACLL	Choloylglycine hydrolase (EC 3.5.1.24)	LLCRE1631_02012	Lactococcus lactis subsp. lactis CNCM I-1631	323	LLCRE1631_02012	AGHX01000082;
A0A0V8DCI6	A0A0V8DCI6	unreviewed	A0A0V8DCI6_LACLL	Choloylglycine hydrolase	LMG8520_0898	Lactococcus lactis subsp. lactis (Streptococcus lactis)	249	LMG8520_0898	LKLP01000053;
A0A1V0NI01	A0A1V0NI01	unreviewed	A0A1V0NI01_LACLL	Penicillin acylase	LL275_1937	Lactococcus lactis subsp. lactis (Streptococcus lactis)	333	LL275_1937	CP015897;
